2020-06-08 09:40:37.250 [main] INFO  com.nine.one.yuedu.read.NineOneYueDuApplication - Starting NineOneYueDuApplication on 192.168.0.104 with PID 29606 (/Users/wangyuliang/ideaProjects/91yuedu-read/target/classes started by wangyuliang in /Users/wangyuliang/ideaProjects/91yuedu-read)
2020-06-08 17:57:30.467 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:57:30.575 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:57:30.575 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:57:30.575 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:57:30.575 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第十章
2020-06-08 17:57:30.650 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:57:30.650 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:57:30.651 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339596,"sort":10,"title":"第十章","content":"这个台子该怎么形容呢，它四四方方，中间是空的，下面堆着柴禾，上面立着一个柱子，我被两个壮汉抬上台子，绑在了那根柱子上。\r\n看着下面一群神情亢奋的村民，我顿时就欲哭无泪了，说实话，从小到大小婶对我很不好，我有想过死，可是我从来没有想过，自己有一天竟然会被活活烧死。\r\n刘大罗手持火把，站在台子下方，他没立马点火，而是不时回头张望，好像是在等待着什么。\r\n“来了来了！”人群里忽然发出声音，只见两个大汉抬着一张长条桌子过来，跟着又有几个中年妇女往那桌案上摆上猪头水果等祭品。\r\n那个悍妇也终于出现了，她穿了件黑色袍子，头上戴着一顶古里古怪的帽子，手里拿着一只皮鼓，那样子就跟古装电视剧里面跳大神的神婆似的。\r\n“他二婶，可以开始吧？”刘大罗迫不及待的问道。\r\n悍妇不满的说道：“村长，说过多少次了，在正式的场合下来，你叫我使者大人，再他二婶他二婶的乱叫，让火神大人听见了，他老人家可是要生气的！”\r\n“是是是，使者大人使者大人！”刘大罗连忙改口,“他二……那使者大人，可以开始了吧？”\r\n悍妇这才满意的点点头：“嗯，开始吧！“\r\n一个中年妇女扯着脖子喊了一声：“火神大人在上，献祭开始！”\r\n她喊完以后，悍妇摇着皮鼓，嘴里发出奇怪的声音，顿时不伦不类的挑起了舞蹈。\r\n刘大罗手一伸，就把火把塞进了柴禾下面，正在这时，一个老太婆分开人群，拄着拐杖走上前，颤颤巍巍的说道:“你们在干什么，住手，赶紧住手！”\r\n瞧见这个老太婆，我顿时心中一喜，她就是上次救我的那个神婆，她上次能救我，想必这次来，也是为了救我，山里人都迷信，这个神婆在村里威望极高,她说一句话，想必这些村民胆子再大，也不敢再烧死自己了吧。\r\n“麻婆，您老人家怎么来了！”刘大罗神情一变,连忙快步迎了上去。\r\n麻婆哼了一声，生气的道：“我要是不来，你就给村子惹大祸了，赶紧把那姑娘放下来，她不是你能得罪起的！”\r\n刘大罗脸色阴晴不定，沉默着不言语，这个叫麻婆的神婆让一个梳着马尾辫的圆脸少女扶着，她气鼓鼓的说道：“大伯，现在是法治社会，不能乱用私刑，就算那个姑娘杀了春生哥，你也不能把她烧死，应该把她交给警察，这才符合法律程序！”\r\n刘大罗还是不说话，圆脸少女接着说道:“大伯，你不要一时冲动，枉杀了好人，春生哥是被人活活掐死的，可是你看看这个姑娘，她像是能掐死春生哥的人么，凶手另有其人，咱们还是赶紧报案，让警察过来调查的好！”\r\n听了圆脸少女的这番话，刘大罗身子一颤，终于动容了，其实他何尝不知自己儿子的死疑点颇多，有很大的可能不是我杀的，可是他痛失爱子，悲痛之下，却也管不了那么许多，只想先把我杀了泄愤再说。\r\n正在刘大罗动摇了的时候，那个悍妇忽然停止了跳大神，对那个圆脸少女瞪眼喊道：“小花，你这死妮子，谁让你多管闲事的，赶紧滚回家去!”\r\n“我不回！”圆脸少女倔强的一梗脖子，“我不回，你们草菅人命，还搞封建迷信，在我这儿就是不行！”\r\n“你这死妮子，跟你好好说不行是吧，我打死你啊!”悍妇眼睛瞪的更圆了，挽着袖子上前，就要打自己女儿。\r\n那圆脸少女吓得一缩脖，连忙躲在了麻婆后面，麻婆挡住那悍妇，不怒自威的说道：“你别跟孩子动手，有事儿跟我说！”\r\n悍妇似乎很惧怕麻婆，讪讪的收了手，说道：“麻婆，不是我们不想放人，而是祭祀已经开始，火神大人已经在来的路上了，就算是我想收手，可是火神大人不答应啊！”\r\n麻婆哼了一声，神情很是不屑，说道：“把你那套收起来吧，平时骗骗人也就算了，在我麻婆面前也敢装神弄鬼？”\r\n“怎么能是装很弄鬼呢，火神大人真的存在，他老人家每个月都会给我托梦哩！”提起火神大人，悍妇登时一脸狂热的说道。\r\n麻婆的神情更加不屑了；“收起你那一套吧，别人不知道，我还能不知道，前些年你给人跳大神看病，结果给人看死的事情忘了么？”\r\n被麻婆当众揭破丑事，饶是脸皮比城墙还厚的悍妇登时也脸红脖子粗起来，半天憋出一句：“那时候火神大人不还没给我托梦呢么？”\r\n麻婆哼了一声，没再理会她，也没再理刘大罗，绕过二人，直接对村民发号施令道：“你们这群糊涂玩意儿，还愣着干什么，赶紧放人啊！再不放人，真要惹出什么祸事来，到时候可别哭着来找我老婆子啊！”\r\n麻婆显然是有真本事的人，这些村民平时没少受到她的救助，听了她的话以后，顿时如梦初醒，当即有五六个人站出来，想要冲上来救我。\r\n台子下面堆的都是干柴，点燃以后，火势很快就烧了起来，几个壮汉试了几次都没敢往上冲，正在一筹莫展的时候，只听麻婆用恨铁不成钢的语气说道：“你们这群笨蛋玩意儿，岁数都活到狗肚子上了，赶紧找水灭火啊！”\r\n一帮人这才如梦方醒，端了水盆往火堆上泼。\r\n在大家的齐心协力下，火势渐渐得到了控制，正在这时候，那余威尚在的烈火中却忽然响起了一个威严的声音：“是哪个孩子好不晓事，大人我都来了，你们却要将美食收走？”\r\n村民们端着水盆，顿时都愣住了，悍妇一愣，随即神情激动的跪在地上，狂热的喊道：“啊！火神大人，您来了，您终于来了！”\r\n麻婆眯着眼睛往火里看，似乎想从那火里看出什么端倪，村民见神婆不说话，虽然看到悍妇跪了下来，那火堆里也确实发出了诡异的声音，但还是惊疑不定的站在那儿，不知道是该跟悍妇跪下来迎接火神大人才好，还是接着往火堆里浇水才好。\r\n正在这时，本来已经熄灭了一半的烈火忽然暴涨，一个诡异的火脸陡然出现在了众人面前。\r\n“啊！怎么会这样！”麻婆身子一颤，忍不住后退几步，惊疑不定的说道：“诸神早已沉睡，怎么会突然出现在这里？”\n"}]}
2020-06-08 17:57:30.651 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:57:30.750 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:57:30.750 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:57:30.750 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:57:30.750 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第十一章沈白出现
2020-06-08 17:57:30.842 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:57:30.843 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:57:30.844 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339597,"sort":11,"title":"第十一章沈白出现","content":"“哈哈，老太婆，你懂的倒不少，竟然知道诸神沉睡的事情，不过你一介凡人，只知其一不知其二，诸神沉睡了是不假，不过诸神虽然沉睡了，但我独一无二的火神大人却依然能够行走于世间！”\r\n那火焰脸庞望向麻婆，露出一个诡异的笑容，然后看向跪在地上的悍妇，点点头，用满意的口气说道：“我的使者，你做的很不错，这是给你的奖赏，从今天开始你就是真正的火神使者了！”\r\n说完话，火脸嘴巴一张，一颗绿莹莹的光点飞出，径直飘入了悍妇的身体里。\r\n“多谢火神大人奖赏！”悍妇神情激动的连连磕头。\r\n火脸又露出一个诡异的笑容，说道:“不必多礼，起来吧！试试我赐予你的力量吧！”\r\n悍妇站起来，提起拳头握了握，亢奋的说道：“我感觉浑身充满了力量！”\r\n“这就对了！”火脸笑着点头，“跟着火神大人混，保管有一天，我会让你超脱三界外，不在五行中！”\r\n“不对，你不是神，你是妖，只不过不知道什么原因，沾染了神灵的气息而已！”麻婆忽然踏前一步，大声喝道。\r\n火脸看向她，说道：“老太婆，你竟然敢亵渎我伟大的火神大人！”\r\n麻婆冷哼一声，不屑的说道：“什么火神大人，别往自己脸上贴金了，诸神早已沉睡，这个世界上早已没有了真正的神！”\r\n“老太婆，你敢亵渎神灵，我代表火神消灭你！”悍妇一声厉喝，浑身骨骼噼啪作响中，忽然一拳打了过去。\r\n麻婆正在全神防备那个巨大的火焰脸庞，不料悍妇从旁一拳打来，她只来得及抬起拐杖一挡，只听咔嚓一声响，拐杖断裂，麻婆一声惨呼，身子向后倒飞出十几远，直撞上一颗大树这才停了下来。\r\n“妈，你疯了么，怎么能打婆婆！”圆脸少女愤怒的瞪了悍妇一眼，然后快速向麻婆跑去。\r\n“亵渎火神大人的人，不管你是谁，全都要死！”悍妇哼了一声，环视村民，厉声喝道：“火神大人已然现身，你等还不跪下，难道想和那不识时务的老太婆落得个一样的下场！”\r\n村民吓得一哆嗦，连忙跪倒一片，口中呼道：“火神大人在上啊！火神大人在上！”\r\n“做的不错！”火脸满意的点点头，赞许的看了悍妇一眼，然后终于把目光看向了我。\r\n看着眼前诡异的一切，我不禁瑟瑟发抖了起来，那火脸盯着我看了好一会儿，竟然发出一声欢喜到了极点的惊呼，忍不住畅快的说道：“哈哈，真是好运气，竟然让我发现了一个真正的神女，这可不像我这个……呃，哈哈，这下把她吞噬了，我的功力可就会大大长进了！”\r\n听他说要吃我，我吓得一哆嗦，连忙带着哭腔说道：“我好几天没洗澡，很不好吃的，要不你换别的什么吃吃，桌子上有牛肉羊肉猪肉还有水果，这些你要都不想吃，我烧菜很拿手，要不你放我下来，我烧菜给你吃？”\r\n我像抓住一根救命稻草一样，喋喋不休的说着，火脸竟然没有打断我，很认真的听着，等我说完，他哈哈笑着说道：“好一个伶牙俐齿的小姑娘，搞得我都不好意思吃你了，你还有什么要说的么？要是没什么要说的，我就要开吃了！”\r\n我哭丧着脸，连忙点头说道：“有有有，我还有好多话要说！”\r\n那火脸催促着说道：“有话赶紧说，你太美味了，我着急吃饭呢！”\r\n我弱弱的问道：“能不能不吃我，我很能干的，以后给你洗衣做饭都行！”\r\n那火脸认真思考了一会儿，然后说道：“问你一个问题。”\r\n我点头，说你问。\r\n那火脸说道：“请一个保姆要三千块钱，可是吃了你我能少奋斗一百年，那要换成是你，你会选择请一个保姆还是少奋斗一百年？”\r\n我哭丧着脸：“我选择请一个保姆！”\r\n“言不由衷！好了，聊天到此结束，你认命吧，我要开始吃饭了！”那火脸说完，忽然张开大口，就朝我扑来。\r\n“沈白，快过来救我啊！”慌乱中，我鬼使神差的喊了一句。\r\n“嗯？沈白？你是说鬼帝沈白么？”听我喊出沈白的名字，那鬼脸竟然住了口，愣在原地想了一会儿，忽然自嘲的笑着说道：“我草，我这是瞎担心什么，正所谓人鬼殊途，就凭这小姑娘哪儿能认识鬼帝沈白，再说了，沈白久居冥界，与这阳世之气不容，他就算来，我火神大人弹弹手指，也定能让他灰飞烟灭！”\r\n他得意洋洋的吹起了牛逼，却不料凭空响起了一个如同炸雷般的声音：“就凭你这魑魅魍魉，也敢自称火神大人？”\r\n我瞬间激动的泪流满面，这是沈白的声音，他真的过来救我了！\r\n虚空中，一个英俊到了极点的男子飘然落在台子上，袍袖一挥，我身上绳索断去，下一秒，我就出现在了沈白的怀里。\r\n感受着他结实的胸膛，一股幸福甜蜜般的感觉涌上心头，我激动的更加热泪盈眶了，沈白帮我擦拭眼泪，用轻柔的声音说道：“不要哭，有我在，一切勿忧！”\r\n我拼命的点点头，趴在他怀里，心里只感觉获得了前所未有的安宁。\r\n“你是谁，竟然敢抢我火神大人的美食！”眼看煮熟的鸭子被人救走，那火脸顿时气急败坏的吼道。\r\n“火神大人？”沈白英俊的脸庞上露出一丝讥诮的笑容，他弹弹手指，玩味的说道：“我就是你口中那个不容于阳世之气的沈白，你不是神通广大的火神大人吗，来，让我见识见识你的力量，让我魂飞魄散啊！”\r\n“你是沈白？”那火脸悚然动容，身子不自禁的向后飘退了几米远。\r\n“哼！色厉内荏！外强中干！无外乎就是一个招摇撞骗的山精野怪罢了！”沈白一见他那副德行，就知道眼前这个火脸并没有什么本事，因此语气神态更加的不屑了。\r\n“沈白，别以为你是鬼帝，就可以瞧不起我！就可以肆意践踏我的尊严！我告诉你，就算我不是真的火神祝融，但也是在他老人家的道场里修炼了数十年的神物，就凭你这个孤魂野鬼，也是我的对手？”\n"}]}
2020-06-08 17:57:30.844 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:57:30.936 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:57:30.937 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:57:30.937 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:57:30.937 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第十二章萤火虫 
2020-06-08 17:57:31.048 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:57:31.048 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
2020-06-08 17:57:31.049 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求json参数:{books=[{"cover":"http://res.nxstory.com/cover/2020/1/24/7763.jpg","author":"风虎云龙","name":"夜半惊婚：鬼帝好撩人","description":"冯海燕的父母因为车祸身亡，留下了一笔赔偿金和一块残缺玉佩。小婶为了霸占那笔赔偿金，便在她十八岁的时候将其卖给了山村一位老光棍为妻子。新婚夜，老光棍企图侵犯她，然而意想不到的事情发生了……","id":29652,"state":1,"tag":"夜半惊婚：鬼帝好撩人","category":"女生灵异"}], chapters=[{"book_id":29652,"id":11339598,"sort":12,"title":"第十二章萤火虫 ","content":"那火脸被激怒了，他周身火焰腾腾燃烧，就好像人发怒了以后，头发根根直立起来一样。\r\n沈白凛然不惧，搂着怀里的我，洒然笑道：“你废话太多了，要打赶紧打，我忙的很，可没时间在这儿陪你瞎耗！”\r\n“沈白小儿，你欺我太甚！”火脸做了个大怒的表情，周身火焰腾腾燃烧,刹那间像是浪涛奔涌般向沈白卷去。\r\n“鬼帝印出，万鬼臣服！”沈白一声轻叱，一方乌沉沉的玺印悬浮在头顶。\r\n那玺印一经放出，迅速放大成脸盆大小，从那边缘处垂下一道光幕,将沈白全身护住，任凭那烈焰滔天，但是沈白立身光幕之中，却是不能伤他于分毫。\r\n“嘿嘿，你这鬼帝印能让万鬼臣服，可我火神大人却并非是我，遇上本大人我，正是你这鬼帝的克星，沈白，受死吧！”火脸试探性的进攻了一下，见沈白祭出鬼帝印后，没有进攻，而只是防守，就下意识的认为，沈白限于鬼混之身，现身阳世不能发挥本身实力的十之二三。\r\n眼见如此，他顿时放下心来，张嘴一吸，忽然将那漫天烈焰收起，大声喝道：“火神祝融在上，弟子烛萤特请祖师相助！特请祖师相助！特请祖师相助！”\r\n他连喊三声请祖师相助，整个火脸忽然扩大了三倍不止，周身火焰更是腾腾燃烧，直把这陷入黑暗中的小山村照得是灯火通明！\r\n“火神怒！”火脸烛萤蓄完了势。一声怒喝，巨大的火脸燃烧着火焰，突的就像沈白打来。\r\n“沈白，小心！”我拉着沈白的衣袖，顿时紧张的心脏都快跳出来啊。\r\n沈白却摸摸我的脑袋，示意我不用担心，他看着那倏然而来的火脸，不屑的冷笑着说道：“正应了你的名字，萤烛之火也敢与日月争辉，简直可笑！”\r\n火脸怒喝道：“你少看不起人，还有，老子叫烛萤，不叫萤烛！”\r\n沈白冷哼了一声，手一招，那悬浮在半空中的鬼帝印倏然飞到他手中。\r\n“九幽冥界，我为至尊，鬼帝印出，神鬼臣服，疾！”他将鬼帝印对准火脸，念罢咒语，只见那玺印底部忽然射出一道水桶粗细的黑色光柱来！\r\n火脸与这射线一相接触，恰如油脂碰上烈火一般，整个身体冒出白烟、快速消融，刺啦刺啦的声响响个不停。\r\n“沈白，你好大的胆子，现如今火神大人陷入沉睡，我便是他在人世间行走的化身，如今你既然敢打伤于我，这笔账小爷记下了，等火神大人苏醒，咱们再重新来过！”\r\n刚一交锋，火脸烛萤便已知道自己不是沈白鬼帝印的对手，他为人倒也干脆利落，一点儿也不拖泥带水，知道不是对手以后，也不恋战，身体内部吐出一层淡紫色火焰，用本源灵力护住周身，说了番场面话，就想抽身而走。\r\n“哼，事到如今，还想逃遁，留下吧！”沈白却不肯放过他，放出鬼帝印，将萤烛镇住，困在黑色光幕当中灼烧。\r\n“啊！沈白，你好狠的心，难道连做人留一线，日后好相见的道理也不懂么！”火脸萤烛被黑色射线照得哇哇乱叫，整个身体很快就变成了千疮百孔的一团。\r\n沈白冷笑道：“哼，什么做人留一线，日后好相见，你忘了，我是鬼！”\r\n“沈白，你小心了，老子做鬼也不会放过你！”烛萤发出最后一声威胁，然后整个身体都变成灰烬簌簌的落在地上。\r\n沈白收回鬼帝印，忽然面色一变，说道：“不对，怎么没神魂？”\r\n他话音刚落，只听嗡嗡声响，一只比人头还大的萤火虫从那灰烬中飞了出来，沈白不由得笑道：“听你自称火神大人，我还以为你是什么了不得的山精野怪，想不到原来竟然是用来照明的灵烛呀！”\r\n“沈白，你别得意，等我养好了伤，再来找你大战三百回合！”萤火虫怨毒的看了沈白一眼，翅膀一振，就往远处飞去。\r\n“哼，就凭你，也想跟我大战三百回合？”沈白冷笑一声，将鬼帝印对准他，喝道：“印照肉身，兽吞神魂，疾！”\r\n那鬼帝印的把上，雕着一只神兽，我看着依稀像是谛听，又有点像是狻猊或者是别的什么。\r\n不过不管它是什么这都不重要，重要的是，自它大张的口中忽的射出一道红光，定住还没飞出多远的萤火虫，拉着它就要把它往自己肚子里吸。\r\n“啊！沈白，你太狠了，竟然想要我形神俱灭！”萤火虫奋力挣扎，惊恐的大声喊叫。\r\n沈白冷声说道：“你刚才也不是要魂飞魄散么，一报还一报，这才显得公平！”\r\n“不要杀我啊！沈白，沈爸，沈爷，沈哥，别杀我啊！”萤火虫豆大的泪珠从脸颊上滚落，这货竟然哭了，我看得直想笑，只听他乱认一通亲戚后，接着说道：“沈帝爷，小人有眼不识泰山，得罪了您，还请您大人有大量，饶我一条小命吧！”\r\n沈白丝毫不为所动，冷声说道：“我要你这没用的东西又有何用处？”\r\n“有用有用有用！”萤火虫连忙小鸡啄米似的点头说道：“我啥活都会干，洗衣烧菜样样在行，实在不行，我还可以当灯泡，给你家照明啊！”\r\n沈白一愣，似乎对灯泡这个词很陌生，不过萤火虫后面的话他却是听懂了，兴趣缺缺的说道：“哼，我府上蜡烛多的很，又何必要你这个家伙！”\r\n萤火虫顿时绝望，他停顿了一秒钟，接着看向我，就好像是看到了救星一般，忙不迭的说道：“鬼帝奶奶，鬼帝爷不懂，那您肯定懂，烧蜡烛多不环保啊！还是用我划算，既环保又省电，鬼帝奶奶，你就让鬼帝爷把我放了吧！”\r\n“呸，二货，你叫谁鬼帝奶奶呢！”我脸上一红，嗔怪的冲他说道。\r\n“我把他收了！”沈白见我神色似乎不喜，眉头一皱，就要催动鬼帝印，把萤火虫收入玺印灵兽中炼化。\r\n“鬼帝爷不要啊！鬼帝奶奶救救我！啊，不对，是鬼帝夫人！鬼帝嫂子！鬼帝姐姐这总行了吧！”萤火虫泪流满面，哭的就跟个泪人儿似的。\r\n“等一下！”瞧着他滑稽的样子，我忍不住笑出声，然后出言叫住了沈白。\n"}]}
2020-06-08 17:57:31.049 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求实体数据:POST https://minitest.wps.cn/novel_partner/api/v1/partner/push HTTP/1.1
2020-06-08 17:57:31.142 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - MobilpriseActivity:{"message":"Syntax error: offset=2, error=invalid character 'b' looking for beginning of object key string"}

2020-06-08 17:57:31.143 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 响应参数:null
2020-06-08 17:57:31.143 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - null
2020-06-08 17:57:31.143 [main] INFO  com.nine.one.yuedu.read.cp.impl.WPSServiceImpl - 章节的名字:第十三章麻婆的邀请
2020-06-08 17:57:31.218 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求地址:https://minitest.wps.cn/novel_partner/api/v1/partner/push
2020-06-08 17:57:31.218 [main] INFO  com.nine.one.yuedu.read.utils.HttpClientUtils - 请求头信息:{Authorization=59908aaab6557417ded99a36291443d0, Access-Id=AKBOOKZHONGSHI, Content-Type=application/json}
